"";"X64.242.88.10......07.Mar.2004.16.05.49..0800.";"GET..twiki.bin.edit.Main.Double_bounce_sender.topicparent.Main.ConfigurationVariables.HTTP.1.1";"X401.12846"
"2624";"osdlab.eic.nctu.edu.tw - - [11/Mar/2004:07:39:30 -0800] ";"GET /M83A HTTP/1.0";" 404 269"
"2625";"osdlab.eic.nctu.edu.tw - - [11/Mar/2004:07:39:30 -0800]  ";" 8 , 45 , 801 ";"  404 269"
"2626";"208.247.148.12 - - [11/Mar/2004:08:14:18 -0800] ";"GET /mailman/listinfo/ppwc HTTP/1.0";" 200 6252"
"2627";"208.247.148.12 - - [11/Mar/2004:08:14:18 -0800]  ";" 1 , 93 , 590 ";"  200 6252"
"2628";"208.247.148.12 - - [11/Mar/2004:08:14:18 -0800] ";"GET /icons/mailman.jpg HTTP/1.0";" 200 2022"
"2629";"208.247.148.12 - - [11/Mar/2004:08:14:18 -0800]  ";" 9 , 16 , 830 ";"  200 2022"
"2630";"208.247.148.12 - - [11/Mar/2004:08:14:18 -0800] ";"GET /icons/PythonPowered.png HTTP/1.0";" 200 945"
"2631";"208.247.148.12 - - [11/Mar/2004:08:14:18 -0800]  ";" 7 , 72 , 425 ";"  200 945"
"2632";"208.247.148.12 - - [11/Mar/2004:08:14:18 -0800] ";"GET /icons/gnu-head-tiny.jpg HTTP/1.0";" 200 3049"
"2633";"208.247.148.12 - - [11/Mar/2004:08:14:18 -0800]  ";" 7 , 86 , 313 ";"  200 3049"
"2634";"ogw.netinfo.bg - - [11/Mar/2004:08:45:41 -0800] ";"GET /twiki/bin/view/Main/SpamAssassinAndPostFix HTTP/1.1";" 200 4034"
"2635";"ogw.netinfo.bg - - [11/Mar/2004:08:45:41 -0800]  ";" 5 , 11 , 757 ";"  200 4034"
"2636";"ogw.netinfo.bg - - [11/Mar/2004:08:45:42 -0800] ";"GET /twiki/pub/TWiki/TWikiLogos/twikiRobot46x50.gif HTTP/1.1";" 304 -"
"2637";"ogw.netinfo.bg - - [11/Mar/2004:08:45:42 -0800]  ";" 4 , 19 , 451 ";"  304 -"
"2638";"ogw.netinfo.bg - - [11/Mar/2004:08:45:49 -0800] ";"GET /twiki/bin/view/Main/SpamAssassinDeleting HTTP/1.1";" 200 5543"
"2639";"ogw.netinfo.bg - - [11/Mar/2004:08:45:49 -0800]  ";" 1 , 80 , 997 ";"  200 5543"
"2640";"ogw.netinfo.bg - - [11/Mar/2004:08:45:54 -0800] ";"GET /twiki/pub/TWiki/TWikiLogos/twikiRobot46x50.gif HTTP/1.1";" 304 -"
"2641";"ogw.netinfo.bg - - [11/Mar/2004:08:45:54 -0800]  ";" 5 , 47 , 366 ";"  304 -"
"2642";"0x503e4fce.virnxx2.adsl-dhcp.tele.dk - - [11/Mar/2004:10:55:40 -0800] ";"GET /razor.html HTTP/1.1";" 200 2869"
"2643";"0x503e4fce.virnxx2.adsl-dhcp.tele.dk - - [11/Mar/2004:10:55:40 -0800]  ";" 4 , 29 , 589 ";"  200 2869"
"2644";"0x503e4fce.virnxx2.adsl-dhcp.tele.dk - - [11/Mar/2004:10:58:16 -0800] ";"GET /favicon.ico HTTP/1.1";" 200 1078"
"2645";"0x503e4fce.virnxx2.adsl-dhcp.tele.dk - - [11/Mar/2004:10:58:16 -0800]  ";" 5 , 51 , 931 ";"  200 1078"
"2646";"0x503e4fce.virnxx2.adsl-dhcp.tele.dk - - [11/Mar/2004:10:58:27 -0800] ";"GET /razor.html HTTP/1.1";" 304 -"
"2647";"0x503e4fce.virnxx2.adsl-dhcp.tele.dk - - [11/Mar/2004:10:58:27 -0800]  ";" 3 , 47 , 427 ";"  304 -"
"2648";"64-93-34-186.client.dsl.net - - [11/Mar/2004:11:12:40 -0800] ";"GET /razor.html HTTP/1.1";" 200 2869"
"2649";"64-93-34-186.client.dsl.net - - [11/Mar/2004:11:12:40 -0800]  ";" 6 , 25 , 231 ";"  200 2869"
"2650";"d207-6-50-215.bchsia.telus.net - - [11/Mar/2004:11:33:35 -0800] ";"GET /pipermail/cncce/2004-January/000001.html HTTP/1.1";" 200 3095"
"2651";"d207-6-50-215.bchsia.telus.net - - [11/Mar/2004:11:33:35 -0800]  ";" 7 , 82 , 399 ";"  200 3095"
"2652";"10.0.0.153 - - [11/Mar/2004:11:49:51 -0800] ";"GET / HTTP/1.1";" 304 -"
"2653";"10.0.0.153 - - [11/Mar/2004:11:49:51 -0800]  ";" 1 , 89 , 70 ";"  304 -"
"2654";"10.0.0.153 - - [11/Mar/2004:11:49:53 -0800] ";"GET /cgi-bin/mailgraph2.cgi HTTP/1.1";" 200 2987"
"2655";"10.0.0.153 - - [11/Mar/2004:11:49:53 -0800]  ";" 6 , 70 , 20 ";"  200 2987"
"2656";"10.0.0.153 - - [11/Mar/2004:11:49:54 -0800] ";"GET /cgi-bin/mailgraph.cgi/mailgraph_0.png HTTP/1.1";" 200 5622"
"2657";"10.0.0.153 - - [11/Mar/2004:11:49:54 -0800]  ";" 4 , 4 , 310 ";"  200 5622"
"2658";"10.0.0.153 - - [11/Mar/2004:11:49:54 -0800] ";"GET /cgi-bin/mailgraph.cgi/mailgraph_0_err.png HTTP/1.1";" 200 6357"
"2659";"10.0.0.153 - - [11/Mar/2004:11:49:54 -0800]  ";" 3 , 9 , 981 ";"  200 6357"
"2660";"10.0.0.153 - - [11/Mar/2004:11:49:54 -0800] ";"GET /cgi-bin/mailgraph.cgi/mailgraph_1.png HTTP/1.1";" 200 8728"
"2661";"10.0.0.153 - - [11/Mar/2004:11:49:54 -0800]  ";" 3 , 36 , 461 ";"  200 8728"
"2662";"10.0.0.153 - - [11/Mar/2004:11:49:54 -0800] ";"GET /cgi-bin/mailgraph.cgi/mailgraph_1_err.png HTTP/1.1";" 200 6791"
"2663";"10.0.0.153 - - [11/Mar/2004:11:49:54 -0800]  ";" 2 , 18 , 61 ";"  200 6791"
"2664";"10.0.0.153 - - [11/Mar/2004:11:49:54 -0800] ";"GET /cgi-bin/mailgraph.cgi/mailgraph_2.png HTTP/1.1";" 200 9561"
"2665";"10.0.0.153 - - [11/Mar/2004:11:49:54 -0800]  ";" 6 , 69 , 232 ";"  200 9561"
"2666";"10.0.0.153 - - [11/Mar/2004:11:49:54 -0800] ";"GET /cgi-bin/mailgraph.cgi/mailgraph_2_err.png HTTP/1.1";" 200 7087"
"2667";"10.0.0.153 - - [11/Mar/2004:11:49:54 -0800]  ";" 8 , 7 , 141 ";"  200 7087"
"2668";"10.0.0.153 - - [11/Mar/2004:11:49:54 -0800] ";"GET /cgi-bin/mailgraph.cgi/mailgraph_3.png HTTP/1.1";" 200 6427"
"2669";"10.0.0.153 - - [11/Mar/2004:11:49:54 -0800]  ";" 9 , 44 , 938 ";"  200 6427"
"2670";"10.0.0.153 - - [11/Mar/2004:11:49:54 -0800] ";"GET /cgi-bin/mailgraph.cgi/mailgraph_3_err.png HTTP/1.1";" 200 5598"
"2671";"10.0.0.153 - - [11/Mar/2004:11:49:54 -0800]  ";" 4 , 82 , 502 ";"  200 5598"
"2672";"1-729.cnc.bc.ca - - [11/Mar/2004:11:54:59 -0800] ";"GET / HTTP/1.1";" 200 3169"
"2673";"1-729.cnc.bc.ca - - [11/Mar/2004:11:54:59 -0800]  ";" 1 , 12 , 375 ";"  200 3169"
"2674";"1-729.cnc.bc.ca - - [11/Mar/2004:11:55:22 -0800] ";"GET /mailman HTTP/1.1";" 302 301"
"2675";"1-729.cnc.bc.ca - - [11/Mar/2004:11:55:22 -0800]  ";" 9 , 38 , 47 ";"  302 301"
"2676";"1-729.cnc.bc.ca - - [11/Mar/2004:11:55:22 -0800] ";"GET /mailman/listinfo HTTP/1.1";" 200 6893"
"2677";"1-729.cnc.bc.ca - - [11/Mar/2004:11:55:22 -0800]  ";" 2 , 10 , 384 ";"  200 6893"
"2678";"1-729.cnc.bc.ca - - [11/Mar/2004:11:55:22 -0800] ";"GET /icons/mailman.jpg HTTP/1.1";" 200 2022"
"2679";"1-729.cnc.bc.ca - - [11/Mar/2004:11:55:22 -0800]  ";" 1 , 30 , 276 ";"  200 2022"
"2680";"1-729.cnc.bc.ca - - [11/Mar/2004:11:55:23 -0800] ";"GET /icons/PythonPowered.png HTTP/1.1";" 200 945"
"2681";"1-729.cnc.bc.ca - - [11/Mar/2004:11:55:23 -0800]  ";" 9 , 26 , 547 ";"  200 945"
"2682";"1-729.cnc.bc.ca - - [11/Mar/2004:11:55:23 -0800] ";"GET /icons/gnu-head-tiny.jpg HTTP/1.1";" 200 3049"
"2683";"1-729.cnc.bc.ca - - [11/Mar/2004:11:55:23 -0800]  ";" 4 , 49 , 78 ";"  200 3049"
"2684";"1-729.cnc.bc.ca - - [11/Mar/2004:11:55:26 -0800] ";"GET /mailman/listinfo/administration HTTP/1.1";" 200 6459"
"2685";"1-729.cnc.bc.ca - - [11/Mar/2004:11:55:26 -0800]  ";" 4 , 76 , 882 ";"  200 6459"
"2686";"h24-71-236-129.ca.shawcable.net - - [11/Mar/2004:12:28:50 -0800] ";"GET /mailman/admindb/ppwc HTTP/1.1";" 200 2072"
"2687";"h24-71-236-129.ca.shawcable.net - - [11/Mar/2004:12:28:50 -0800]  ";" 9 , 22 , 531 ";"  200 2072"
"2688";"h24-71-236-129.ca.shawcable.net - - [11/Mar/2004:12:28:50 -0800] ";"GET /icons/mailman.jpg HTTP/1.1";" 304 -"
"2689";"h24-71-236-129.ca.shawcable.net - - [11/Mar/2004:12:28:50 -0800]  ";" 4 , 42 , 254 ";"  304 -"
"2690";"h24-71-236-129.ca.shawcable.net - - [11/Mar/2004:12:28:51 -0800] ";"GET /icons/PythonPowered.png HTTP/1.1";" 304 -"
"2691";"h24-71-236-129.ca.shawcable.net - - [11/Mar/2004:12:28:51 -0800]  ";" 8 , 41 , 492 ";"  304 -"
"2692";"h24-71-236-129.ca.shawcable.net - - [11/Mar/2004:12:28:51 -0800] ";"GET /icons/gnu-head-tiny.jpg HTTP/1.1";" 304 -"
"2693";"h24-71-236-129.ca.shawcable.net - - [11/Mar/2004:12:28:51 -0800]  ";" 5 , 18 , 434 ";"  304 -"
"2694";"h24-71-236-129.ca.shawcable.net - - [11/Mar/2004:12:29:03 -0800] ";"POST /mailman/admindb/ppwc HTTP/1.1";" 200 3407"
"2695";"h24-71-236-129.ca.shawcable.net - - [11/Mar/2004:12:29:03 -0800]  ";" 7 , 31 , 745 ";"  200 3407"
"2696";"h24-71-236-129.ca.shawcable.net - - [11/Mar/2004:12:29:27 -0800] ";"POST /mailman/admindb/ppwc HTTP/1.1";" 200 1134"
"2697";"h24-71-236-129.ca.shawcable.net - - [11/Mar/2004:12:29:27 -0800]  ";" 3 , 22 , 497 ";"  200 1134"
"2698";"cr020r01-3.sac.overture.com - - [11/Mar/2004:12:56:35 -0800] ";"GET /robots.txt HTTP/1.0";" 200 68"
"2699";"cr020r01-3.sac.overture.com - - [11/Mar/2004:12:56:35 -0800]  ";" 2 , 67 , 965 ";"  200 68"
"2700";"cr020r01-3.sac.overture.com - - [11/Mar/2004:12:56:58 -0800] ";"GET /twiki/bin/view/TWiki/WebStatistics HTTP/1.0";" 200 8193"
"2701";"cr020r01-3.sac.overture.com - - [11/Mar/2004:12:56:58 -0800]  ";" 3 , 67 , 342 ";"  200 8193"
"2702";"cr020r01-3.sac.overture.com - - [11/Mar/2004:12:57:18 -0800] ";"GET /twiki/bin/view/Main/TWikiGuest HTTP/1.0";" 200 4430"
"2703";"cr020r01-3.sac.overture.com - - [11/Mar/2004:12:57:18 -0800]  ";" 6 , 80 , 830 ";"  200 4430"
"2704";"cr020r01-3.sac.overture.com - - [11/Mar/2004:12:57:24 -0800] ";"GET /twiki/bin/view/Main/WebHome?rev=1.25 HTTP/1.0";" 200 9812"
"2705";"cr020r01-3.sac.overture.com - - [11/Mar/2004:12:57:24 -0800]  ";" 9 , 86 , 568 ";"  200 9812"
"2706";"cr020r01-3.sac.overture.com - - [11/Mar/2004:12:57:45 -0800] ";"GET /twiki/bin/view/Main/WebNotify?rev=r1.6 HTTP/1.0";" 200 4300"
"2707";"cr020r01-3.sac.overture.com - - [11/Mar/2004:12:57:45 -0800]  ";" 3 , 91 , 920 ";"  200 4300"
"2708";"cr020r01-3.sac.overture.com - - [11/Mar/2004:12:58:03 -0800] ";"GET /twiki/bin/rdiff/TWiki/ManagingTopics?rev1=1.16&rev2=1.15 HTTP/1.0";" 200 7912"
"2709";"cr020r01-3.sac.overture.com - - [11/Mar/2004:12:58:03 -0800]  ";" 9 , 57 , 642 ";"  200 7912"
"2710";"cr020r01-3.sac.overture.com - - [11/Mar/2004:12:58:37 -0800] ";"GET /twiki/bin/view/Main/WebHome?rev=r1.8 HTTP/1.0";" 200 8986"
"2711";"cr020r01-3.sac.overture.com - - [11/Mar/2004:12:58:37 -0800]  ";" 1 , 99 , 943 ";"  200 8986"
"2712";"cr020r01-3.sac.overture.com - - [11/Mar/2004:12:58:50 -0800] ";"GET /twiki/bin/edit/Main/Max_idle?topicparent=Main.ConfigurationVariables HTTP/1.0";" 401 12816"
"2713";"cr020r01-3.sac.overture.com - - [11/Mar/2004:12:58:50 -0800]  ";" 3 , 63 , 800 ";"  401 12816"
"2714";"cr020r01-3.sac.overture.com - - [11/Mar/2004:12:59:07 -0800] ";"GET /twiki/bin/view/Main/WebChanges HTTP/1.0";" 200 40430"
"2715";"cr020r01-3.sac.overture.com - - [11/Mar/2004:12:59:07 -0800]  ";" 5 , 3 , 295 ";"  200 40430"
"2716";"cr020r01-3.sac.overture.com - - [11/Mar/2004:12:59:33 -0800] ";"GET /twiki/bin/search/TWiki/SearchResult?scope=text&regex=on&search=Appendix%20*File%20*System%5B%5EA-Za-z%5D HTTP/1.0";" 200 5794"
"2717";"cr020r01-3.sac.overture.com - - [11/Mar/2004:12:59:33 -0800]  ";" 4 , 61 , 596 ";"  200 5794"
"2718";"cr020r01-3.sac.overture.com - - [11/Mar/2004:12:59:52 -0800] ";"GET /twiki/bin/oops/TWiki/AppendixFileSystem?template=oopsmore&param1=1.12&param2=1.12 HTTP/1.0";" 200 11355"
"2719";"cr020r01-3.sac.overture.com - - [11/Mar/2004:12:59:52 -0800]  ";" 7 , 21 , 724 ";"  200 11355"
"2720";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:00:12 -0800] ";"GET /twiki/bin/view/TWiki/WebTopicViewTemplate HTTP/1.0";" 200 5420"
"2721";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:00:12 -0800]  ";" 8 , 92 , 641 ";"  200 5420"
"2722";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:00:47 -0800] ";"GET /twiki/bin/rdiff/Main/WebHome HTTP/1.0";" 200 69197"
"2723";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:00:47 -0800]  ";" 8 , 85 , 494 ";"  200 69197"
"2724";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:00:57 -0800] ";"GET /twiki/bin/view/TWiki/WebPreferences?rev=r1.9 HTTP/1.0";" 200 7875"
"2725";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:00:57 -0800]  ";" 5 , 95 , 465 ";"  200 7875"
"2726";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:01:21 -0800] ";"GET /twiki/bin/rdiff/Main/ConfigurationVariables?rev1=1.2&rev2=1.1 HTTP/1.0";" 200 59549"
"2727";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:01:21 -0800]  ";" 2 , 50 , 144 ";"  200 59549"
"2728";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:01:37 -0800] ";"GET /twiki/bin/view/Main/AndreaSterbini HTTP/1.0";" 200 3891"
"2729";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:01:37 -0800]  ";" 1 , 4 , 598 ";"  200 3891"
"2730";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:01:58 -0800] ";"GET /twiki/bin/rdiff/Main/AndreaSterbini HTTP/1.0";" 200 5567"
"2731";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:01:58 -0800]  ";" 9 , 70 , 181 ";"  200 5567"
"2732";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:02:22 -0800] ";"GET /twiki/bin/rdiff/TWiki/WebNotify HTTP/1.0";" 200 11733"
"2733";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:02:22 -0800]  ";" 3 , 62 , 389 ";"  200 11733"
"2734";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:02:42 -0800] ";"GET /twiki/bin/rdiff/Main/WebHome?rev1=1.28&rev2=1.27 HTTP/1.0";" 200 3577"
"2735";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:02:42 -0800]  ";" 7 , 81 , 282 ";"  200 3577"
"2736";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:03:06 -0800] ";"GET /twiki/bin/view/Main/WebHome?skin=print HTTP/1.0";" 200 8347"
"2737";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:03:06 -0800]  ";" 5 , 63 , 637 ";"  200 8347"
"2738";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:03:23 -0800] ";"GET /twiki/bin/search/Main/SearchResult?search=%5C.*&scope=topic&order=modified&reverse=on&regex=on&nosearch=on HTTP/1.0";" 200 43816"
"2739";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:03:23 -0800]  ";" 1 , 76 , 564 ";"  200 43816"
"2740";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:03:48 -0800] ";"GET /twiki/bin/view/TWiki/FormattedSearch HTTP/1.0";" 200 20420"
"2741";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:03:48 -0800]  ";" 9 , 13 , 541 ";"  200 20420"
"2742";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:04:09 -0800] ";"GET /twiki/bin/oops/Main/WebHome?template=oopsmore&param1=1.28&param2=1.8 HTTP/1.0";" 200 7410"
"2743";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:04:09 -0800]  ";" 3 , 66 , 613 ";"  200 7410"
"2744";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:04:30 -0800] ";"GET /twiki/bin/edit/TWiki/TextFormattingFAQ?t=1075982736 HTTP/1.0";" 401 12816"
"2745";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:04:30 -0800]  ";" 2 , 15 , 273 ";"  401 12816"
"2746";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:04:52 -0800] ";"GET /twiki/bin/edit/Main/Allow_untrusted_routing?topicparent=Main.ConfigurationVariables HTTP/1.0";" 401 12816"
"2747";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:04:52 -0800]  ";" 5 , 81 , 747 ";"  401 12816"
"2748";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:05:13 -0800] ";"GET /twiki/bin/edit/Main/Smtp_data_init_timeout?topicparent=Main.ConfigurationVariables HTTP/1.0";" 401 12816"
"2749";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:05:13 -0800]  ";" 3 , 85 , 35 ";"  401 12816"
"2750";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:05:33 -0800] ";"GET /twiki/bin/view/TWiki/AppendixFileSystem?rev=1.10 HTTP/1.0";" 200 34910"
"2751";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:05:33 -0800]  ";" 5 , 34 , 261 ";"  200 34910"
"2752";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:05:54 -0800] ";"GET /twiki/bin/view/Main/AndreaSterbini?rev=r1.1 HTTP/1.0";" 200 3732"
"2753";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:05:54 -0800]  ";" 9 , 95 , 454 ";"  200 3732"
"2754";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:06:17 -0800] ";"GET /twiki/bin/view/Know/WebNotify HTTP/1.0";" 200 4472"
"2755";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:06:17 -0800]  ";" 4 , 44 , 976 ";"  200 4472"
"2756";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:06:39 -0800] ";"GET /twiki/bin/rdiff/Main/PeterThoeny HTTP/1.0";" 200 18859"
"2757";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:06:39 -0800]  ";" 6 , 21 , 840 ";"  200 18859"
"2758";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:07:02 -0800] ";"GET /twiki/bin/view/Main/WebHome?skin=print&rev=1.25 HTTP/1.0";" 200 7762"
"2759";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:07:02 -0800]  ";" 8 , 11 , 804 ";"  200 7762"
"2760";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:07:20 -0800] ";"GET /twiki/bin/edit/Main/Relayhost?topicparent=Main.ConfigurationVariables HTTP/1.0";" 401 12816"
"2761";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:07:20 -0800]  ";" 4 , 91 , 113 ";"  401 12816"
"2762";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:07:40 -0800] ";"GET /twiki/bin/edit/Main/Unknown_virtual_mailbox_reject_code?topicparent=Main.ConfigurationVariables HTTP/1.0";" 401 12816"
"2763";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:07:40 -0800]  ";" 5 , 56 , 987 ";"  401 12816"
"2764";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:08:03 -0800] ";"GET /twiki/bin/view/TWiki/WebPreferences HTTP/1.0";" 200 9109"
"2765";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:08:03 -0800]  ";" 9 , 42 , 503 ";"  200 9109"
"2766";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:08:44 -0800] ";"GET /twiki/bin/view/Main/DCC HTTP/1.0";" 200 4377"
"2767";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:08:44 -0800]  ";" 8 , 85 , 498 ";"  200 4377"
"2768";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:09:04 -0800] ";"GET /twiki/bin/view/Know/WebHome HTTP/1.0";" 200 7529"
"2769";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:09:04 -0800]  ";" 1 , 55 , 695 ";"  200 7529"
"2770";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:09:21 -0800] ";"GET /twiki/bin/view/Main/WebNotify HTTP/1.0";" 200 4449"
"2771";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:09:21 -0800]  ";" 8 , 47 , 304 ";"  200 4449"
"2772";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:09:24 -0800] ";"GET /twiki/bin/oops/Main/WebHome?template=oopsmore&param1=1.28&param2=1.28 HTTP/1.0";" 200 7411"
"2773";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:09:24 -0800]  ";" 3 , 33 , 408 ";"  200 7411"
"2774";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:09:52 -0800] ";"GET /twiki/bin/view/Main/PostfixCommands HTTP/1.0";" 200 4004"
"2775";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:09:52 -0800]  ";" 4 , 8 , 934 ";"  200 4004"
"2776";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:10:11 -0800] ";"GET /twiki/bin/view/TWiki/WebHome HTTP/1.0";" 200 15147"
"2777";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:10:11 -0800]  ";" 7 , 61 , 736 ";"  200 15147"
"2778";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:10:27 -0800] ";"GET /twiki/bin/view/Main/RBLsHowTo HTTP/1.0";" 200 4646"
"2779";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:10:27 -0800]  ";" 7 , 66 , 346 ";"  200 4646"
"2780";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:10:52 -0800] ";"GET /twiki/bin/view/Main/WebTopicList HTTP/1.0";" 200 7461"
"2781";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:10:52 -0800]  ";" 9 , 16 , 374 ";"  200 7461"
"2782";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:11:09 -0800] ";"GET /twiki/bin/view/Main/WebHome?rev=1.27 HTTP/1.0";" 200 10313"
"2783";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:11:09 -0800]  ";" 8 , 74 , 572 ";"  200 10313"
"2784";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:11:41 -0800] ";"GET /twiki/bin/view/Main/ConfigurationVariables HTTP/1.0";" 200 58169"
"2785";"cr020r01-3.sac.overture.com - - [11/Mar/2004:13:11:41 -0800]  ";" 8 , 57 , 179 ";"  200 58169"
"2786";"4.37.97.186 - - [11/Mar/2004:13:12:54 -0800] ";"GET /pipermail/webber/2004-January/000000.html HTTP/1.1";" 200 2446"
"2787";"4.37.97.186 - - [11/Mar/2004:13:12:54 -0800]  ";" 9 , 56 , 414 ";"  200 2446"
"2788";"12.22.207.235 - - [11/Mar/2004:13:18:15 -0800] ";"GET /SpamAssassin.html HTTP/1.1";" 200 7368"
"2789";"12.22.207.235 - - [11/Mar/2004:13:18:15 -0800]  ";" 1 , 6 , 134 ";"  200 7368"
"2790";"archserve.id.ucsb.edu - - [11/Mar/2004:13:22:32 -0800] ";"GET /razor.html HTTP/1.1";" 200 2869"
"2791";"archserve.id.ucsb.edu - - [11/Mar/2004:13:22:32 -0800]  ";" 2 , 54 , 65 ";"  200 2869"
"2792";"archserve.id.ucsb.edu - - [11/Mar/2004:13:22:32 -0800] ";"GET /favicon.ico HTTP/1.1";" 200 1078"
"2793";"archserve.id.ucsb.edu - - [11/Mar/2004:13:22:32 -0800]  ";" 1 , 69 , 453 ";"  200 1078"
"2794";"2-110.cnc.bc.ca - - [11/Mar/2004:13:24:03 -0800] ";"GET /ie.htm HTTP/1.1";" 200 3518"
"2795";"2-110.cnc.bc.ca - - [11/Mar/2004:13:24:03 -0800]  ";" 7 , 72 , 602 ";"  200 3518"
"2796";"2-110.cnc.bc.ca - - [11/Mar/2004:13:24:04 -0800] ";"GET /images/image005.jpg HTTP/1.1";" 200 21125"
"2797";"2-110.cnc.bc.ca - - [11/Mar/2004:13:24:04 -0800]  ";" 5 , 64 , 790 ";"  200 21125"
"2798";"2-110.cnc.bc.ca - - [11/Mar/2004:13:24:04 -0800] ";"GET /images/image004.jpg HTTP/1.1";" 200 10936"
"2799";"2-110.cnc.bc.ca - - [11/Mar/2004:13:24:04 -0800]  ";" 1 , 44 , 771 ";"  200 10936"
"2800";"2-110.cnc.bc.ca - - [11/Mar/2004:13:24:04 -0800] ";"GET /images/msgops.JPG HTTP/1.1";" 200 7939"
"2801";"2-110.cnc.bc.ca - - [11/Mar/2004:13:24:04 -0800]  ";" 5 , 10 , 152 ";"  200 7939"
"2802";"2-110.cnc.bc.ca - - [11/Mar/2004:13:26:38 -0800] ";"GET /images/image005.jpg HTTP/1.1";" 304 -"
"2803";"2-110.cnc.bc.ca - - [11/Mar/2004:13:26:38 -0800]  ";" 2 , 7 , 31 ";"  304 -"
"2804";"2-110.cnc.bc.ca - - [11/Mar/2004:13:26:38 -0800] ";"GET /images/image004.jpg HTTP/1.1";" 304 -"
"2805";"2-110.cnc.bc.ca - - [11/Mar/2004:13:26:38 -0800]  ";" 2 , 12 , 220 ";"  304 -"
"2806";"2-110.cnc.bc.ca - - [11/Mar/2004:13:26:38 -0800] ";"GET /images/msgops.JPG HTTP/1.1";" 304 -"
"2807";"2-110.cnc.bc.ca - - [11/Mar/2004:13:26:38 -0800]  ";" 8 , 8 , 76 ";"  304 -"
"2808";"lj1024.inktomisearch.com - - [11/Mar/2004:13:27:05 -0800] ";"GET /robots.txt HTTP/1.0";" 200 68"
